96.3
91.3
84.4
75.7
65.6
54.7
43.3
32.2
21.9
13.1
6.3
1.9
0.1
0.9
4
9.2
15.9
23.9
32.6
41.9
51.3
60.6
69.6
78
85.5
91.7
96.4
99.2
99.8
98.1
94
87.7
79.3
69.4
58.5
47.1
35.9
25.5
16.4
9.1
3.8
0.9
0.2
1.8
5.3
10.6
17.3
25.1
33.6
42.8
52.2
61.6
70.8
79.4
87
93.2
97.5
99.7
99.2
96.1
90.5
82.5
72.9
62.1
50.8
39.7
29.3
20
12.2
6.3
2.3
0.4
0.5
2.5
6.4
11.7
18.4
26.2
34.9
44.2
53.9
63.7
73.2
82
89.5
95.4
98.9
99.8
97.7
92.8
85.5
76.3
65.8
54.8
43.8
33.4
23.9
15.8
9.2
4.3
1.3
0.1
0.8
3.3
7.4
13.1
20.1
28.3
37.4
47.2
57.4
67.6
77.3
86
93.1
97.9
99.9
98.9
94.8
88.2
79.6
69.6
59
48.3
38
28.4
19.9
12.7
7
3
0.6
0.1
1.3
4.3
9
15.3
23
31.9
41.8
52.2
63
73.4
83
90.9
96.7
99.7
99.6
96.5
90.8
82.9
73.7
63.6
53.3
43.2
33.5
24.7
16.9
10.4
5.4
1.9
0.2
0.3
2.3
6.1
11.7
19
27.7
37.6
48.3
59.4
70.3
80.4
89
95.4
99.1
99.9
97.8
93.1
86.3
78
68.7
58.9
49
39.3
30.2
21.9
14.6
8.6
4
1.1
0.1
1
4
9
15.9
24.5
34.4
45.3
56.7
67.8
78.2
87.1
93.9
98.2
99.9
98.8
95.3
89.6
82.4
74
64.9
55.4
45.9
36.6
27.7
19.7
12.6
6.9
2.8
0.5
0.4
2.5
6.9
13.4
21.9
31.8
42.8
54.3
65.5
76
85
92.2
97.1
99.5
99.5
97.2
92.9
86.9
79.6
71.3
62.3
53
43.5
34.3
25.4
17.4
10.5
5
1.5
0.2
1.3
5
11.2
19.4
29.3
40.3
51.7
62.9
73.4
82.5
90
95.4
98.7
99.8
98.8
95.9
91.2
85
77.6
69.3
60.3
50.9
41.3
31.8
22.8
14.7
8
3
0.4
0.5
3.4
8.9
16.8
26.5
37.3
48.5
59.6
70
79.2
87
93.1
97.3
99.5
99.8
98.2
94.9
89.9
83.6
76.1
67.6
58.3
48.5
38.6
28.7
19.5
11.5
5.2
1.2
0
1.9
6.6
13.8
23
33.4
44.3
55.2
65.5
74.9
83.1
89.8
94.9
98.3
99.9
99.7
97.7
94
88.8
82.1
74.2
65.2
55.4
45.2
34.7
24.7
15.5
8
2.7
0.2
0.7
4.3
10.6
18.9
28.5
38.9
49.4
59.6
69.2
77.8
85.2
91.3
95.8
98.7
99.9
99.3
97
92.9
87.1
79.9
71.3
61.6
51.2
40.4
29.7
19.7
11.2
